Player,Age,Yrs,Games_Played,Minutes_Played,Field_Goals,Field_Goals_Attempted,3_Point_Goals,3_Point_Attempted,Free_Throws,Free_Throws_Attempted,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,Points,Field_Goal_Percentage,3_Point_FG_Percentage,Free_Throw_Percentage,Minutes_Played_PG,Points_PG,Rebounds_PG,Assists_PG,All_Star
RexWalters,23,7,335,4602,572,1296,187,518,216,267,81,403,569,129,30,291,439,1547,0.441,0.361,0.809,13.7,4.6,1.2,1.7,0
ChrisWebber,20,15,831,30847,7192,15024,264,883,2534,3906,2271,8124,3526,1197,1200,2313,2700,17182,0.479,0.299,0.649,37.1,20.7,9.8,4.2,1
MattWenstrom,23,1,11,37,6,10,0,0,6,10,6,12,0,0,2,4,7,18,0.6,,0.6,3.4,1.6,1.1,0,0
DavidWesley,23,14,949,30272,4248,10023,1123,3051,2223,2827,526,2405,4159,1280,161,1808,2310,11842,0.424,0.368,0.786,31.9,12.5,2.5,4.4,0
ChrisWhitney,22,11,579,10052,1227,3110,552,1528,732,837,97,815,1613,351,32,619,984,3738,0.395,0.361,0.875,17.4,6.5,1.4,2.8,0
AaronWilliams,22,14,715,12000,1572,3190,1,16,975,1318,1016,2790,485,282,539,663,1750,4120,0.493,0.063,0.74,16.8,5.8,3.9,0.7,0
LutherWright,22,1,15,92,8,23,0,1,3,4,6,10,0,1,2,6,21,19,0.348,0,0.75,6.1,1.3,0.7,0,0
EricAnderson,22,2,27,83,12,35,2,2,16,27,12,31,5,3,2,7,23,42,0.343,1,0.593,3.1,1.6,1.1,0.2,0
AnthonyAvent,23,6,352,6729,814,2019,0,2,330,481,560,1584,278,166,211,416,824,1958,0.403,0,0.686,19.1,5.6,4.5,0.8,0
JonBarry,23,14,821,13880,1595,3672,657,1676,868,1023,318,1513,1784,722,111,808,1016,4715,0.434,0.392,0.848,16.9,5.7,1.8,2.2,0
TonyBennett,23,3,152,1886,221,536,55,164,41,56,28,155,303,69,1,93,200,538,0.412,0.335,0.732,12.4,3.5,1,2,0
AlexBlackwell,22,1,27,109,14,42,0,3,6,8,10,23,7,4,2,5,14,34,0.333,0,0.75,4,1.3,0.9,0.3,0
RickyBlanton,26,1,2,13,3,7,0,0,0,0,2,3,1,2,0,1,1,6,0.429,,,6.5,3,1.5,0.5,0
WalterBond,23,3,153,2427,329,805,41,137,174,227,80,289,177,97,34,146,360,873,0.409,0.299,0.767,15.9,5.7,1.9,1.2,0
DexterCambridge,23,1,53,885,151,312,0,4,68,99,88,167,58,24,6,63,128,370,0.484,0,0.687,16.7,7,3.2,1.1,0
DougChristie,22,15,827,26079,3238,7604,805,2272,2020,2460,797,3382,2992,1555,392,1721,2051,9301,0.426,0.354,0.821,31.5,11.2,4.1,3.6,0
DuaneCooper,23,2,88,781,80,199,8,37,36,50,15,59,178,21,2,89,78,204,0.402,0.216,0.72,8.9,2.3,0.7,2,0
JoeCourtney,23,4,96,749,106,245,2,3,50,79,65,140,27,20,23,47,110,264,0.433,0.667,0.633,7.8,2.8,1.5,0.3,0
JohnCrotty,23,11,477,5795,625,1449,144,375,509,608,136,502,999,181,20,428,597,1903,0.431,0.384,0.837,12.1,4,1.1,2.1,0
RadisavĆurčić,27,1,20,166,16,41,0,0,26,36,17,49,12,7,2,8,30,58,0.39,,0.722,8.3,2.9,2.5,0.6,0
LloydDaniels,25,5,200,3549,553,1373,152,481,153,206,183,440,312,102,61,211,298,1411,0.403,0.316,0.743,17.7,7.1,2.2,1.6,0
HubertDavis,22,12,685,15143,2108,4600,728,1651,639,763,209,1045,1172,297,44,646,1011,5583,0.458,0.441,0.837,22.1,8.2,1.5,1.7,0
ToddDay,23,8,483,12214,2036,5017,568,1646,1277,1727,578,1649,713,532,291,717,1348,5917,0.406,0.345,0.739,25.3,12.3,3.4,1.5,0
RichardDumas,23,3,102,2226,434,852,3,13,209,301,160,351,111,137,47,150,228,1080,0.509,0.231,0.694,21.8,10.6,3.4,1.1,0
PatDurham,25,2,64,930,123,262,5,26,72,108,42,108,57,37,33,52,120,323,0.469,0.192,0.667,14.5,5,1.7,0.9,0
LaPhonsoEllis,22,11,624,17616,2895,6409,241,797,1379,1888,1320,4032,981,433,477,1001,1934,7410,0.452,0.302,0.73,28.2,11.9,6.5,1.6,0
JoJoEnglish,22,3,50,577,74,178,11,32,20,36,12,54,46,18,13,46,85,179,0.416,0.344,0.556,11.5,3.6,1.1,0.9,0
MattGeiger,23,10,552,12221,2039,4083,16,69,965,1325,1152,3158,388,306,347,744,1629,5059,0.499,0.232,0.728,22.1,9.2,5.7,0.7,0
LitterialGreen,22,5,148,1189,144,343,2,26,133,200,24,75,182,49,6,78,124,423,0.42,0.077,0.665,8,2.9,0.5,1.2,0
TomGugliotta,23,13,763,23556,3871,8584,208,732,1945,2570,1595,5589,2140,1079,492,1735,1884,9895,0.451,0.284,0.757,30.9,13,7.3,2.8,1
JayGuidinger,23,2,64,346,35,87,0,0,28,46,41,97,20,13,15,26,71,98,0.402,,0.609,5.4,1.5,1.5,0.3,0
RobertHorry,22,16,1107,27069,2820,6643,795,2329,1280,1762,1644,5269,2343,1158,1035,1378,2680,7715,0.425,0.341,0.726,24.5,7,4.8,2.1,0
ByronHouston,23,4,214,2674,307,673,10,39,211,312,237,648,114,103,86,173,543,835,0.456,0.256,0.676,12.5,3.9,3,0.5,0
StephenHoward,22,4,120,784,115,239,0,0,106,168,71,173,25,38,28,60,146,336,0.481,,0.631,6.5,2.8,1.4,0.2,0
JimJackson,22,14,885,29067,4811,11247,881,2413,2187,2651,1190,4152,2851,726,188,2179,1972,12690,0.428,0.365,0.825,32.8,14.3,4.7,3.2,0
KeithJennings,24,3,164,2955,353,809,136,364,248,291,44,248,614,164,2,201,213,1090,0.436,0.374,0.852,18,6.6,1.5,3.7,0
DaveJohnson,22,2,59,475,74,203,3,15,53,80,27,64,17,12,1,37,30,204,0.365,0.2,0.663,8.1,3.5,1.1,0.3,0
ThomasJordan,24,1,4,106,18,41,0,0,8,17,5,19,3,3,5,12,14,44,0.439,,0.471,26.5,11,4.8,0.8,0
AdamKeefe,22,9,617,10334,1120,2230,1,14,866,1213,999,2556,427,307,173,545,1114,3107,0.502,0.071,0.714,16.7,5,4.1,0.7,0
ChristianLaettner,23,13,868,25760,4036,8405,92,353,2957,3604,1621,5806,2224,917,675,1932,2768,11121,0.48,0.261,0.82,29.7,12.8,6.7,2.6,1
SamMack,22,7,259,5028,713,1781,329,879,256,308,109,533,336,164,37,220,459,2011,0.4,0.374,0.831,19.4,7.8,2.1,1.3,0
DonMacLean,23,9,319,6679,1320,2902,56,197,794,1038,356,1210,404,118,51,398,598,3490,0.455,0.284,0.765,20.9,10.9,3.8,1.3,0
MarlonMaxey,23,2,98,1146,182,336,0,3,115,168,141,363,22,27,51,78,188,479,0.542,0,0.685,11.7,4.9,3.7,0.2,0
LeeMayberry,22,7,496,10337,950,2287,379,1006,267,405,142,642,1767,352,43,591,865,2546,0.415,0.377,0.659,20.8,5.1,1.3,3.6,0
OliverMiller,22,9,493,11338,1536,2874,5,43,548,858,940,2893,1061,455,758,921,1460,3625,0.534,0.116,0.639,23,7.4,5.9,2.2,0
HaroldMiner,21,4,200,3748,692,1504,23,74,394,502,191,432,245,80,27,278,370,1801,0.46,0.311,0.785,18.7,9,2.2,1.2,0
IsaiahMorris,23,1,25,102,26,57,0,0,3,4,6,12,4,3,1,8,14,55,0.456,,0.75,4.1,2.2,0.5,0.2,0
AlonzoMourning*,22,15,838,25975,5116,9701,22,89,4057,5862,2184,7137,946,414,2356,2209,2810,14311,0.527,0.247,0.692,31,17.1,8.5,1.1,1
TracyMurray,21,12,659,12103,2181,5070,753,1942,828,999,505,1649,508,361,161,603,1099,5943,0.43,0.388,0.829,18.4,9,2.5,0.8,0
MelvinNewbern,25,1,33,311,42,113,1,8,34,60,19,37,57,23,1,32,42,119,0.372,0.125,0.567,9.4,3.6,1.1,1.7,0
ShaquilleO'Neal*,20,19,1207,41918,11330,19457,1,22,5935,11252,4209,13099,3026,739,2732,3310,4146,28596,0.582,0.045,0.527,34.7,23.7,10.9,2.5,1
MattOthick,23,1,4,39,3,5,2,4,0,2,1,2,7,1,0,4,7,8,0.6,0.5,0,9.8,2,0.5,1.8,0
DougOverton,23,11,499,7275,880,2134,108,339,385,472,140,654,1038,202,19,473,582,2253,0.412,0.319,0.816,14.6,4.5,1.3,2.1,0
AnthonyPeeler,23,13,827,20464,3101,7255,940,2445,875,1095,564,2136,1956,775,138,1019,1670,8017,0.427,0.384,0.799,24.7,9.7,2.6,2.4,0
BrentPrice,24,9,418,7007,818,1918,363,938,482,585,175,684,1236,313,16,626,759,2481,0.426,0.387,0.824,16.8,5.9,1.6,3,0
AnthonyPullard,26,1,8,37,8,18,0,0,1,3,2,8,2,2,2,5,5,17,0.444,,0.333,4.6,2.1,1,0.3,0
SeanRooks,23,12,749,13560,1710,3725,2,22,1254,1795,943,2877,631,255,499,804,1657,4676,0.459,0.091,0.699,18.1,6.2,3.8,0.8,0
MalikSealy,22,8,493,11720,1865,4375,158,541,1067,1319,505,1585,816,518,157,681,1087,4955,0.426,0.292,0.809,23.8,10.1,3.2,1.7,0
ChrisSmith,22,3,224,3956,425,976,59,161,231,324,61,291,627,118,56,219,346,1140,0.435,0.366,0.713,17.7,5.1,1.3,2.8,0
ReggieSmith,22,2,66,384,39,99,0,1,21,52,55,120,5,16,7,16,63,99,0.394,0,0.404,5.8,1.5,1.8,0.1,0
AndreSpencer,28,2,48,771,125,281,0,2,96,131,68,154,46,36,14,47,107,346,0.445,0,0.733,16.1,7.2,3.2,1,0
ElmoreSpencer,23,5,157,2641,389,754,0,3,145,250,127,555,109,53,170,249,336,923,0.516,0,0.58,16.8,5.9,3.5,0.7,0
LatrellSprewell,22,13,913,35270,6076,14294,1104,3272,3456,4298,770,3724,3664,1294,399,2450,1689,16712,0.425,0.337,0.804,38.6,18.3,4.1,4,1
BarryStevens,30,1,2,6,1,2,0,0,0,0,2,2,0,0,0,0,1,2,0.5,,,3,1,1,0,0
BryantStith,22,10,586,16417,2021,4767,306,931,1598,1900,605,1983,1178,594,130,776,1092,5946,0.424,0.329,0.841,28,10.1,3.4,2,0
GundarsVētra,25,1,13,89,19,40,3,3,4,6,4,8,6,2,0,2,12,45,0.475,1,0.667,6.8,3.5,0.6,0.5,0
ClarenceWeatherspoon,22,13,915,27736,4025,8537,10,51,2423,3261,2126,6846,1346,880,794,1430,2028,10483,0.471,0.196,0.743,30.3,11.5,7.5,1.5,0
MarcusWebb,22,1,9,51,13,25,0,1,13,21,5,10,2,1,2,5,11,39,0.52,0,0.619,5.7,4.3,1.1,0.2,0
RobertWerdann,22,3,47,273,37,98,0,1,27,47,31,81,9,13,8,20,65,101,0.378,0,0.574,5.8,2.1,1.7,0.2,0
CoreyWilliams,22,2,39,288,36,98,1,4,19,23,20,37,29,6,2,13,30,92,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0
LorenzoWilliams,23,7,253,5535,338,721,0,2,81,215,693,1603,247,134,350,236,732,757,0.469,0,0.377,21.9,3,6.3,1,0
WaltWilliams,22,11,708,18818,2978,7013,976,2575,1453,1956,764,2794,1637,658,406,1321,2046,8385,0.425,0.379,0.743,26.6,11.8,3.9,2.3,0
RandyWoods,22,4,151,1093,115,338,57,187,69,101,32,93,257,85,4,110,166,356,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0
VictorAlexander,22,5,286,5755,1101,2126,18,63,322,508,446,1384,257,135,177,378,713,2542,0.518,0.286,0.634,20.1,8.9,4.8,0.9,0
KennyAnderson,21,14,858,25868,4002,9512,547,1580,2238,2833,670,2641,5196,1258,111,1769,1974,10789,0.421,0.346,0.79,30.1,12.6,3.1,6.1,1
GregAnthony,24,11,757,15850,1914,4750,610,1748,1059,1445,271,1417,2997,887,79,1043,1324,5497,0.403,0.349,0.733,20.9,7.3,1.9,4,0
StaceyAugmon,23,15,1001,21658,3037,6480,12,79,1904,2616,1304,3216,1561,974,317,1248,1750,7990,0.469,0.152,0.728,21.6,8,3.2,1.6,0
IsaacAustin,22,9,432,8350,1295,2901,9,51,686,1024,617,2030,538,214,226,701,967,3285,0.446,0.176,0.67,19.3,7.6,4.7,1.2,0
SteveBardo,23,3,33,299,28,85,1,10,16,23,13,60,44,12,4,22,45,73,0.329,0.1,0.696,9.1,2.2,1.8,1.3,0
DavidBenoit,23,7,492,9314,1335,3051,211,661,574,722,576,1983,287,216,246,424,1021,3455,0.438,0.319,0.795,18.9,7,4,0.6,0
TerrellBrandon,21,11,724,21545,3908,8720,394,1110,1784,2043,425,2174,4407,1142,226,1419,1325,9994,0.448,0.355,0.873,29.8,13.8,3,6.1,1
KevinBrooks,22,3,126,1031,172,429,12,60,61,71,40,141,48,18,6,69,84,417,0.401,0.2,0.859,8.2,3.3,1.1,0.4,0
MyronBrown,22,1,4,23,4,6,1,3,0,0,0,3,6,1,0,4,2,9,0.667,0.333,,5.8,2.3,0.8,1.5,0
RandyBrown,23,12,655,11533,1275,3055,24,120,574,831,326,1173,1420,722,156,725,1263,3148,0.417,0.2,0.691,17.6,4.8,1.8,2.2,0
DemetriusCalip,22,1,7,58,4,18,1,5,2,3,1,5,12,1,0,5,8,11,0.222,0.2,0.667,8.3,1.6,0.7,1.7,0
PeteChilcutt,23,9,584,8394,1044,2368,188,494,218,313,663,1935,488,267,210,390,853,2494,0.441,0.381,0.696,14.4,4.3,3.3,0.8,0
MartyConlon,24,9,379,6316,967,1942,15,75,505,687,498,1310,378,148,73,413,684,2454,0.498,0.2,0.735,16.7,6.5,3.5,1,0
TomCopa,27,1,33,132,22,40,0,0,4,13,14,36,3,2,6,8,29,48,0.55,,0.308,4,1.5,1.1,0.1,0
ChrisCorchiani,23,3,112,1313,131,311,21,78,133,163,27,129,243,73,4,120,159,416,0.421,0.269,0.816,11.7,3.7,1.2,2.2,0
CoreyCrowder,22,2,58,357,45,122,13,34,17,24,17,44,18,8,2,15,36,120,0.369,0.382,0.708,6.2,2.1,0.8,0.3,0
DaleDavis,22,16,1094,29606,3592,6779,0,8,1522,2708,3303,8605,978,691,1270,1090,2878,8706,0.53,0,0.562,27.1,8,7.9,0.9,1
BisonDele,22,8,413,10004,1847,3499,2,14,840,1215,853,2564,440,320,355,822,1297,4536,0.528,0.143,0.691,24.2,11,6.2,1.1,0
PatrickEddie,24,1,4,13,2,9,0,0,0,0,0,1,0,0,0,0,3,4,0.222,,,3.3,1,0.3,0,0
LeRonEllis,22,3,91,857,110,254,0,0,57,93,87,220,29,25,37,35,105,277,0.433,,0.613,9.4,3,2.4,0.3,0
RickFox,22,13,930,23723,3382,7519,771,2208,1431,1858,996,3517,2649,967,355,1611,2739,8966,0.45,0.349,0.77,25.5,9.6,3.8,2.8,0
ChrisGatling,24,11,700,13760,2804,5469,50,201,1574,2386,1248,3741,461,464,375,1069,1870,7232,0.513,0.249,0.66,19.7,10.3,5.3,0.7,1
PaulGraham,24,3,179,3354,582,1299,100,295,235,318,137,433,352,186,32,216,389,1499,0.448,0.339,0.739,18.7,8.4,2.4,2,0
SeanGreen,21,3,84,671,153,396,15,61,31,50,36,85,45,33,13,63,63,352,0.386,0.246,0.62,8,4.2,1,0.5,0
CarlHerrera,25,8,465,8042,1039,2183,2,14,401,624,577,1690,261,237,204,447,935,2481,0.476,0.143,0.643,17.3,5.3,3.6,0.6,0
DonaldHodge,22,5,249,3501,462,1057,4,14,254,357,306,809,191,84,95,236,531,1182,0.437,0.286,0.711,14.1,4.7,3.2,0.8,0
BrianHoward,24,2,95,1613,237,518,2,9,94,125,83,263,81,66,42,83,272,570,0.458,0.222,0.752,17,6,2.8,0.9,0
CedricHunter,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0
MikeIuzzolino,24,2,122,3049,381,833,113,280,221,277,58,238,522,82,7,221,180,1096,0.457,0.404,0.798,25,9,2,4.3,0
LarryJohnson,22,10,707,25685,4401,9086,367,1104,2281,2978,1794,5300,2298,515,258,1435,1893,11450,0.484,0.332,0.766,36.3,16.2,7.5,3.3,1
RichKing,22,4,72,309,44,112,0,2,47,71,30,74,21,5,7,28,62,135,0.393,0,0.662,4.3,1.9,1,0.3,0
DougLee,27,3,73,415,61,148,18,58,28,40,17,42,32,17,5,20,64,168,0.412,0.31,0.7,5.7,2.3,0.6,0.4,0
LucLongley,23,10,567,12006,1685,3647,0,5,720,947,872,2794,836,278,549,942,1730,4090,0.462,0,0.76,21.2,7.2,4.9,1.5,0
KevinLynch,23,2,95,1143,123,282,3,9,61,84,42,120,108,48,15,68,151,310,0.436,0.333,0.726,12,3.3,1.3,1.1,0
MarkMacon,22,6,251,5018,694,1806,34,126,263,358,173,467,428,349,20,323,587,1685,0.384,0.27,0.735,20,6.7,1.9,1.7,0
TharonMayes,23,1,24,255,30,99,15,41,24,36,3,16,35,16,2,31,41,99,0.303,0.366,0.667,10.6,4.1,0.7,1.5,0
RodneyMonroe,23,1,38,313,53,144,6,27,19,23,12,33,27,12,2,23,19,131,0.368,0.222,0.826,8.2,3.4,0.9,0.7,0
TracyMoore,26,5,119,1729,298,738,77,224,160,191,75,183,121,62,8,98,186,833,0.404,0.344,0.838,14.5,7,1.5,1,0
EricMurdock,23,9,508,11882,1889,4310,296,863,1044,1329,339,1261,2467,830,69,991,981,5118,0.438,0.343,0.786,23.4,10.1,2.5,4.9,0
DikembeMutombo*,25,18,1196,36791,4169,8045,0,2,3391,4960,3808,12359,1240,494,3289,2173,3383,11729,0.518,0,0.684,30.8,9.8,10.3,1,1
JimmyOliver,22,5,78,856,135,332,17,50,44,57,18,80,55,27,3,33,66,331,0.407,0.34,0.772,11,4.2,1,0.7,0
BillyOwens,22,10,600,17619,2873,5969,82,282,1198,1904,1449,4016,1704,569,321,1310,1761,7026,0.481,0.291,0.629,29.4,11.7,6.7,2.8,0
KeithOwens,22,1,20,80,9,32,0,0,8,10,8,15,3,5,4,2,11,26,0.281,,0.8,4,1.3,0.8,0.2,0
RobertPack,22,13,552,11462,1739,4090,114,390,1329,1689,261,1112,2556,605,43,1320,1041,4921,0.425,0.292,0.787,20.8,8.9,2,4.6,0
ElliotPerry,22,10,549,9501,1353,2945,138,384,605,773,185,742,1699,574,20,780,707,3449,0.459,0.359,0.783,17.3,6.3,1.4,3.1,0
BobbyPhills,22,9,467,13426,1957,4416,342,878,897,1215,411,1469,1246,592,139,711,1106,5153,0.443,0.39,0.738,28.7,11,3.1,2.7,0
MarkRandall,24,4,127,883,128,289,6,39,70,97,79,160,56,24,8,53,95,332,0.443,0.154,0.722,7,2.6,1.3,0.4,0
StanleyRoberts,21,8,300,5869,1059,2124,0,2,437,850,506,1549,189,110,385,370,1060,2555,0.499,0,0.514,19.6,8.5,5.2,0.6,0
DougSmith,22,5,296,5833,1020,2399,3,36,313,405,394,1234,400,224,150,353,979,2356,0.425,0.083,0.773,19.7,8,4.2,1.4,0
LaBradfordSmith,22,3,183,3131,485,1122,31,104,217,267,90,271,394,142,15,216,372,1218,0.432,0.298,0.813,17.1,6.7,1.5,2.2,0
SteveSmith,22,14,942,28855,4609,10485,1148,3208,3064,3625,1112,3060,2922,726,275,1714,2278,13430,0.44,0.358,0.845,30.6,14.3,3.2,3.1,1
LarryStewart,23,5,270,5415,765,1503,9,44,466,619,444,1077,338,147,106,346,580,2005,0.509,0.205,0.753,20.1,7.4,4,1.3,0
DerekStrong,23,10,456,8548,1067,2483,11,61,943,1199,783,2213,291,203,94,421,740,3088,0.43,0.18,0.786,18.7,6.8,4.9,0.6,0
LamontStrothers,23,2,13,155,24,73,2,15,10,14,9,15,14,9,1,17,15,60,0.329,0.133,0.714,11.9,4.6,1.2,1.1,0
GregSutton,24,3,168,1946,272,687,116,321,101,136,22,153,284,84,13,183,317,761,0.396,0.361,0.743,11.6,4.5,0.9,1.7,0
CarlThomas,22,3,63,534,70,176,23,73,18,28,13,60,28,24,8,25,49,181,0.398,0.315,0.643,8.5,2.9,1,0.4,0
CharlesThomas,22,1,36,156,18,51,2,17,10,15,6,22,22,4,1,17,20,48,0.353,0.118,0.667,4.3,1.3,0.6,0.6,0
StephenThompson,23,1,19,91,14,37,0,1,3,8,11,19,8,6,3,5,9,31,0.378,0,0.375,4.8,1.6,1,0.4,0
JohnTurner,24,1,42,345,43,98,0,0,31,59,38,78,12,6,4,32,40,117,0.439,,0.525,8.2,2.8,1.9,0.3,0
AlaaAbdelnaby,22,5,256,3200,620,1236,0,3,225,321,283,846,85,71,69,247,484,1465,0.502,0,0.701,12.5,5.7,3.3,0.3,0
MahmoudAbdul-Rauf,21,9,586,15628,3514,7943,474,1339,1051,1161,219,1087,2079,487,46,963,1106,8553,0.442,0.354,0.905,26.7,14.6,1.9,3.5,0
KeithAskins,23,9,486,7983,677,1688,275,774,223,311,525,1428,375,278,170,321,1094,1852,0.401,0.355,0.717,16.4,3.8,2.9,0.8,0
MilošBabić,22,2,21,87,12,32,0,0,13,20,8,20,10,2,1,10,7,37,0.375,,0.65,4.1,1.8,1,0.5,0
CedricBall,22,1,7,26,3,8,0,0,2,2,5,11,0,0,2,2,5,8,0.375,,1,3.7,1.1,1.6,0,0
LanceBlanks,24,3,142,1045,116,266,19,75,38,57,31,110,117,39,8,63,122,289,0.436,0.253,0.667,7.4,2,0.8,0.8,0
AnthonyBonner,22,6,318,7372,881,1881,2,16,435,737,708,1726,442,346,84,450,784,2199,0.468,0.125,0.59,23.2,6.9,5.4,1.4,0
DeeBrown,22,12,608,16843,2540,5822,605,1697,1073,1300,319,1569,2227,800,205,905,1264,6758,0.436,0.357,0.825,27.7,11.1,2.6,3.7,0
JudBuechler,22,12,720,8444,961,2221,263,718,200,316,431,1266,560,314,144,297,732,2385,0.433,0.366,0.633,11.7,3.3,1.8,0.8,0
MattBullard,23,11,615,8884,1215,2907,599,1561,241,314,278,1223,535,186,119,319,775,3270,0.418,0.384,0.768,14.4,5.3,2,0.9,0
WillieBurton,22,8,316,6666,1090,2569,140,406,923,1174,326,932,393,191,121,517,846,3243,0.424,0.345,0.786,21.1,10.3,2.9,1.2,0
RickCalloway,24,1,64,678,75,192,0,2,55,79,25,78,61,22,7,51,98,205,0.391,0,0.696,10.6,3.2,1.2,1,0
EldenCampbell,22,15,1044,25776,4062,8835,2,37,2679,3832,1880,6116,1199,702,1602,1367,3006,10805,0.46,0.054,0.699,24.7,10.3,5.9,1.1,0
DuaneCauswell,22,11,541,9409,1029,2029,2,7,588,952,794,2273,243,220,767,500,1471,2648,0.507,0.286,0.618,17.4,4.9,4.2,0.4,0
CedricCeballos,21,11,609,14712,3414,6824,235,760,1630,2165,1252,3258,723,450,183,991,1074,8693,0.5,0.309,0.753,24.2,14.3,5.3,1.2,1
RichardCoffey,25,1,52,320,28,75,0,1,12,22,42,79,3,6,4,5,45,68,0.373,0,0.545,6.2,1.3,1.5,0.1,0
DerrickColeman,23,15,781,25903,4616,10335,326,1105,3326,4326,2079,7232,1985,606,1051,2036,2062,12884,0.447,0.295,0.769,33.2,16.5,9.3,2.5,1
BimboColes,22,14,852,20319,2549,5991,252,943,1278,1576,469,1820,3313,735,134,1267,1824,6628,0.425,0.267,0.811,23.8,7.8,2.1,3.9,0
AnthonyCook,23,4,116,1499,166,378,0,6,86,164,172,428,34,43,91,66,140,418,0.439,0,0.524,12.9,3.6,3.7,0.3,0
TonyDawson,23,2,6,30,7,15,2,4,1,1,2,5,1,0,0,3,4,17,0.467,0.5,1,5,2.8,0.8,0.2,0
MarioElie,27,11,732,18654,2123,4492,574,1572,1445,1692,520,2017,1875,671,129,960,1438,6265,0.473,0.365,0.854,25.5,8.6,2.8,2.6,0
A.J.English,23,2,151,3108,617,1418,9,65,259,333,140,315,320,57,24,203,287,1502,0.435,0.138,0.778,20.6,9.9,2.1,2.1,0
DannyFerry,24,13,917,18133,2505,5615,677,1724,752,895,647,2550,1185,384,292,811,1964,6439,0.446,0.393,0.84,19.8,7,2.8,1.3,0
GregFoster,22,13,656,7974,1047,2382,20,89,424,567,509,1691,351,94,194,465,1221,2538,0.44,0.225,0.748,12.2,3.9,2.6,0.5,0
TateGeorge,22,4,177,2019,297,717,1,14,141,172,65,180,325,76,11,157,182,736,0.414,0.071,0.82,11.4,4.2,1,1.8,0
KendallGill,22,15,966,29481,5068,11672,315,1051,2463,3267,1274,4002,2945,1519,432,1734,2515,12914,0.434,0.3,0.754,30.5,13.4,4.1,3,0
GeraldGlass,23,4,201,3347,686,1583,26,110,155,241,228,512,298,130,58,179,361,1553,0.433,0.236,0.643,16.7,7.7,2.5,1.5,0
DanGodfread,23,2,11,22,5,12,0,1,3,4,0,2,0,1,4,0,5,13,0.417,0,0.75,2,1.2,0.2,0,0
JimGrandholm,30,1,26,168,30,58,9,17,10,21,20,50,8,2,8,11,33,79,0.517,0.529,0.476,6.5,3,1.9,0.3,0
TonyHarris,23,3,14,147,16,55,3,12,33,38,3,11,8,5,0,10,15,68,0.291,0.25,0.868,10.5,4.9,0.8,0.6,0
SteveHenson,22,7,238,2282,254,631,105,243,126,145,46,176,465,88,2,175,283,739,0.403,0.432,0.869,9.6,3.1,0.7,2,0
SeanHiggins,22,6,220,3334,559,1305,93,290,164,193,115,402,226,73,32,239,351,1375,0.428,0.321,0.85,15.2,6.3,1.8,1,0
TyroneHill,22,14,801,22388,2834,5643,0,13,1864,2901,2396,6854,647,614,379,1244,2893,7532,0.502,0,0.643,28,9.4,8.6,0.8,1
DaveJamerson,23,3,90,594,122,311,13,47,49,57,31,77,61,23,1,45,63,306,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0
HenryJames,25,7,212,2703,472,1139,152,402,196,242,106,318,87,48,18,134,306,1292,0.414,0.378,0.81,12.8,6.1,1.5,0.4,0
LesJepsen,23,2,52,192,20,60,0,2,13,20,29,67,2,2,8,6,33,53,0.333,0,0.65,3.7,1,1.3,0,0
AlecKessler,24,4,210,2937,425,998,10,24,224,301,258,751,81,39,71,192,451,1084,0.426,0.417,0.744,14,5.2,3.6,0.4,0
BoKimble,24,3,105,1336,217,562,25,86,115,158,58,162,98,41,14,98,205,574,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0
NegeleKnight,23,6,276,4513,671,1539,25,95,332,455,114,351,780,123,30,357,403,1699,0.436,0.263,0.73,16.4,6.2,1.3,2.8,0
KurkLee,23,1,48,265,19,71,3,15,25,28,7,30,34,11,2,20,39,66,0.268,0.2,0.893,5.5,1.4,0.6,0.7,0
MarcusLiberty,22,4,267,4568,783,1877,66,194,310,467,418,925,244,189,73,264,495,1942,0.417,0.34,0.664,17.1,7.3,3.5,0.9,0
IanLockhart,23,1,1,2,1,1,0,0,2,2,0,0,0,0,0,0,0,4,1,,1,2,4,0,0,0
TonyMassenburg,23,13,683,12291,1638,3484,1,11,961,1363,1054,2964,266,261,322,685,1607,4238,0.47,0.091,0.705,18,6.2,4.3,0.4,0
TravisMays,22,3,115,2964,429,1047,104,287,311,415,75,233,326,102,14,213,232,1273,0.41,0.362,0.749,25.8,11.1,2,2.8,0
TerryMills,23,11,678,16422,2847,6227,533,1387,948,1214,1029,3680,891,397,296,851,1896,7175,0.457,0.384,0.781,24.2,10.6,5.4,1.3,0
ChrisMunk,23,1,11,29,3,7,0,0,7,12,5,14,1,1,2,5,5,13,0.429,,0.583,2.6,1.2,1.3,0.1,0
JerrodMustaf,21,4,179,1902,285,635,0,2,151,233,145,452,99,54,46,144,237,721,0.449,0,0.648,10.6,4,2.5,0.6,0
DanO'Sullivan,22,4,45,297,27,68,0,1,26,35,22,65,10,4,5,12,45,80,0.397,0,0.743,6.6,1.8,1.4,0.2,0
